timestamp,row_index,column,original_value,cleaned_value,fix_type,rule_triggered
2026-05-16T14:55:12.373369,141,relapse_total,NaN,0,MISSING_VALUE,Zero_Filling
2026-05-16T14:55:12.373370,142,relapse_total,NaN,0,MISSING_VALUE,Zero_Filling
2026-05-16T14:55:12.373370,143,relapse_total,NaN,0,MISSING_VALUE,Zero_Filling
2026-05-16T14:55:12.373371,144,relapse_total,NaN,0,MISSING_VALUE,Zero_Filling
2026-05-16T14:55:12.373372,145,relapse_total,NaN,0,MISSING_VALUE,Zero_Filling
2026-05-16T14:55:12.373372,146,relapse_total,NaN,0,MISSING_VALUE,Zero_Filling
2026-05-16T14:55:12.373373,147,relapse_total,NaN,0,MISSING_VALUE,Zero_Filling
2026-05-16T14:55:12.373374,148,relapse_total,NaN,0,MISSING_VALUE,Zero_Filling
2026-05-16T14:55:12.373374,149,relapse_total,NaN,0,MISSING_VALUE,Zero_Filling
2026-05-16T14:55:12.373375,150,relapse_total,NaN,0,MISSING_VALUE,Zero_Filling
2026-05-16T14:55:12.373377,151,relapse_total,NaN,0,MISSING_VALUE,Zero_Filling
2026-05-16T14:55:12.373379,152,relapse_total,NaN,0,MISSING_VALUE,Zero_Filling
